label,pca_x,pca_y,tsne_x,tsne_y
0,-28.06446457,-22.36472321,1.07220602,1.53639710
0,-27.81433868,-22.18970490,5.20112848,2.31035590
0,-19.50987053,-15.98590374,-13.35663700,25.10562515
0,33.90932465,-18.16590881,13.48353577,0.34967193
0,25.75641632,-12.87583351,14.49603939,0.19848821
0,-6.55934286,-6.39533567,21.36156273,-4.77115631
0,8.58371639,-19.99898338,-1.90022838,24.80659103
0,30.66348076,-16.28392792,16.93621826,-13.52809620
0,39.26416779,-1.89379811,15.32501030,-22.81844902
0,12.44624805,8.11413288,-18.53874969,-28.09328461
0,-83.27488708,14.77658558,-18.74911690,15.70418739
0,-27.14165878,33.71289062,-5.02665615,-13.68459415
0,-25.70320320,27.42138672,-2.43550301,-13.25459099
0,-26.15184021,27.90499878,-1.18654156,-12.07140160
1,0.21076041,-23.84765244,-7.01715899,26.29218864
1,7.11621761,-14.52243996,13.63273621,-16.14540482
1,-3.99730635,-6.74115086,13.43030643,-17.72924995
1,-3.66040802,-4.21671629,13.41284561,-17.65494537
0,-131.90692139,9.88975239,-23.98432159,8.92940807
0,-123.03519440,8.55009460,-23.93074799,5.09661150
0,-124.99201965,11.07094765,-24.54000664,5.63469744
0,-125.09777069,11.76019192,-24.87473297,6.14980555
1,77.02207947,-9.38813210,-11.56089115,36.52617645
1,187.34167480,-6.29522705,36.21231461,0.98235685
1,176.82591248,-9.28007984,33.87113190,-1.89463186
1,136.66024780,-6.53625870,32.89837265,-2.33173513
1,106.68082428,-2.81270099,-10.49709511,37.30310059
1,219.52384949,-1.98324907,37.31190109,0.01989367
1,199.63569641,3.33676481,35.55951691,-0.27813077
1,154.26075745,7.35885620,31.69217110,-1.71472538
1,-20.39465332,-71.22729492,-17.10264969,27.70116234
1,30.70623970,-81.72815704,16.23177147,9.83503819
1,25.85531998,-76.14839172,16.47098160,8.49114323
1,22.69673538,-73.71724701,13.89721107,8.17945957
1,73.97853088,-49.12274933,-7.93367290,32.87373352
1,126.27143097,-47.23774338,30.14917374,8.04698086
1,101.04646301,-39.38086319,28.92119789,0.81384307
1,49.32427597,-31.30817604,25.65172577,-3.96809459
0,1.61826491,63.48129272,-2.62446475,17.16270447
0,30.48640060,79.59786224,-2.06015730,-20.60741425
0,5.84828377,78.52162170,-4.58422709,-21.66384315
0,-31.58386612,59.50569153,-10.91997910,-23.31521606
1,3.88295054,-73.34081268,-11.61342335,29.38972473
1,27.37331581,-71.20652771,14.15195370,10.85262012
1,27.69395828,-67.51258850,18.72563171,3.20544958
1,8.76675797,-61.94940948,21.16343880,-1.62081301
0,-79.55177307,-18.23735237,-20.08034897,19.74649429
0,-51.61856461,-24.46223068,-1.11967361,2.65459442
0,-53.21751785,-26.30590057,5.11421728,6.08737516
0,-53.64757919,-25.73804855,-0.73942304,2.22324157
0,-61.89568710,-33.15156555,-19.46473122,24.25582314
0,-30.32104301,-37.64519119,5.44720459,4.71289587
0,-36.69684219,-34.09671402,0.18218631,2.99549770
0,-38.22383881,-33.00345612,5.35500669,4.12241840
